Id,Predicted
1,76.92151067683108
2,69.02956348669191
3,81.21712751013008
4,71.02752491555621
5,79.61875846661707
6,81.2171275314878
7,69.32925763543943
8,86.11213274641763
9,74.12436482132654
10,83.51478302535084
11,80.2181469664682
12,73.62487451283862
13,85.41284627072373
14,68.23037892826515
15,82.21610819572967
16,71.82670937035022
17,69.62895187958541
18,64.63404853837984
19,76.52191843179928
20,65.2334369958693
21,78.5198797398385
22,75.22324365798278
23,73.72477260441165
24,86.81141920100721
25,66.03262149905603
26,82.3160062295605
27,69.22935968842876
28,70.62793253895492
29,72.22630162413478
30,64.83384467408084
31,78.22018555789207
32,58.540266622535555
33,78.81957392368373
34,72.82569010052053
35,73.12538416828636
36,85.61264239900247
37,64.1345582745666
38,81.0173313715507
39,69.72884999989456
40,74.32416097074541
41,78.02038941595914
42,64.5341505080946
43,76.42202035358652
44,65.03364087964609
45,77.52089907555923
46,70.02854419591752
47,69.32925770305484
48,77.02140873415067
49,59.43934916428208
50,76.22222424215637
51,62.436291138135296
52,69.42915576011764
53,68.72986932396702
54,64.33435435777123
55,73.92456873308114
56,64.13455821069952
57,77.32110295498704
58,72.42609779259715
59,68.33027701340791
60,81.41692364623529
61,74.12436485749849
62,77.42100101189824
63,66.23241768640591
64,65.63302925394937
65,74.02446676203736
66,70.02854418135797
67,69.92864611956078
68,57.241591725380424
69,57.24159176762437
70,49.64933877732748
71,46.053008280008704
72,45.9531102283831
73,40.258920546744264
74,62.83588338613292
75,54.744140123727156
76,58.93985883995077
77,68.13048090101006
78,49.14984833577019
79,73.42507837475189
80,53.745159427170805
81,75.92253001823732
82,73.22528229882506
83,67.2313982881722
84,78.51987972091266
85,58.240572399676616
86,70.52803446386103
87,62.73598537400835
88,73.62487449926209
89,79.71865651985257
90,69.02956347350396
91,80.21814686343048
92,61.03771824759203
93,73.42507838124885
94,68.92966542517242
95,65.63302926224297
96,74.52395706891606
97,59.73904336396887
98,75.12334548463532
99,73.02548612777983
100,70.52803445860835
101,71.7268113091452
102,59.03975687312181
103,72.62589386311859
104,69.32925767023302
105,76.82161267331308
106,74.32416107619939
107,76.12232613936638
108,82.71559845703715
109,67.63099056210856
110,75.72273389452641
111,71.82670938813182
112,70.62793250805016
113,66.63200995786286
114,54.04485361811761
115,41.55759538961242
116,49.64933874576608
117,63.834864068495534
118,62.93578155046414
119,66.1325195689096
120,80.81753522712738
121,57.641183973364924
122,81.01733139471263
123,73.62487458215828
124,77.52089906364536
125,83.5147829953364
126,65.83282531519417
127,84.51376367958824
128,66.83180608881123
129,75.52293775002205
130,74.92354946257564
131,70.02854414726552
132,75.62283579099415
133,53.44546526119905
134,68.92966540600014
135,62.8358833472231
136,75.72273388526993
137,77.92049134728157
138,64.4342524272173
139,78.22018553383133
140,62.136596952567565
141,73.12538419221708
142,65.03364088556162
143,64.23445630970367
144,73.72477255757663
145,63.53516983573009
146,79.51886039909961
147,70.02854419428866
148,66.53211182953066
149,68.23037896727098
150,33.66564797215734
151,73.12538416948232
152,78.220185567336
153,67.03160215763046
154,73.7247725706595
155,62.93578148205132
156,78.81957392289647
157,64.73394671910496
158,66.63200988844558
159,75.52293777332977
160,64.93374276361148
161,79.51886039733716
162,66.03262153980384
163,77.62079711807813
164,77.62079710880165
165,67.63099054290147
166,61.13761628565826
167,54.644242025225104
168,67.43119442949148
169,62.735985401139004
170,71.22732092281578
171,76.92151073309937
172,70.72783057398978
173,82.41590432979886
174,81.71661792070113
175,65.63302924298766
176,54.24464976888666
177,53.545363276450914
178,68.82976731619893
179,52.44648453794075
180,56.64220329352733
181,49.64933872061096
182,62.73598538274014
183,69.12946159044638
184,64.83384473304548
185,70.12844219130922
186,57.14169368631212
187,73.62487451119104
188,69.12946164332344
189,63.03567951691125
190,76.62181648743211
191,56.04281487871616
192,74.9235493574334
193,63.83486409419227
194,67.93068478734558
195,72.12640354104234
196,61.53720848459854
197,73.32518030394166
198,62.136596964131186
199,72.12640351009881
200,69.42915584109826
201,63.535169854263756
202,72.12640352838062
203,54.24464978959369
204,69.02956350734343
205,65.33333507279328
206,72.62589387835982
207,73.12538418259342
208,62.23649500889753
209,68.62997124174169
210,56.242611080663075
211,66.1325195795497
212,58.93985892786147
213,65.13353891494958
214,75.22324354138465
215,61.03771827919834
216,75.72273391260664
217,66.4322138071769
218,62.835883398232674
219,67.53109250803347
220,68.82976737555704
221,75.22324356059339
222,61.43731045770598
223,73.82467064218137
224,67.83078678323491
225,61.03771819955686
226,66.33231571351317
227,54.14475165984526
228,72.92558804238955
229,74.3241609557436
230,78.4199816434138
231,80.71763720795144
232,60.83792204574092
233,73.3251803205285
234,58.83996080014884
235,69.7288499458436
236,65.03364090821324
237,61.337412378915715
238,74.7237532126548
239,55.643222627329656
240,66.23241764653744
241,61.836902852984764
242,69.9286461051348
243,72.9255880533897
244,49.74923676944968
245,40.258920567063036
246,30.968400381729715
247,48.95005225444249
248,52.446484559175026
249,52.24668842841422
250,57.44138786111856
251,46.55249869187985
252,64.63404857803195
253,61.737004685216604
254,61.63710662689312
255,57.241591648042366
256,69.52905379212343
257,56.142712992143565
258,75.82263197403957
259,66.03262154704707
260,73.82467063415882
261,77.72069517123425
262,57.44138781047216
263,71.62691319964631
264,70.42813641140829
265,71.92660741339267
266,60.33843175317952
267,72.2263015426225
268,68.23037900334702
269,69.72884992773092
270,70.32823836469025
271,66.73190795481922
272,70.22834025990814
273,59.13965496034251
274,70.72783059016851
275,59.2395530734123
276,62.13659692171644
277,61.437310531331654
278,53.845057516338684
279,70.32823830980142
280,52.146790318234075
281,65.83282537810435
282,63.63506798912559
283,63.73496595645257
284,72.4260976607004
285,45.05402766137013
286,54.54434392352853
287,51.94699430308626
288,42.25688182539547
289,60.138635653039636
290,66.83180601480592
291,76.62181649099493
292,64.73394667881914
293,71.72681127762759
294,64.53415056294482
295,66.83180603842956
296,73.22528224470022
297,65.03364086461248
298,71.22732094927406
299,62.73598536171879
300,69.0295634763485
301,68.53007323180462
302,59.33945107553039
303,67.630990498923
304,62.83588340323093
305,73.22528225357861
306,67.43119442498583
307,68.72986927463087
308,72.82569001844216
309,66.43221374553275
310,76.3221223041969
311,66.93170411759661
312,74.72375325917511
313,65.9327234503341
314,74.32416099067567
315,50.94801352084887
316,61.73700467272239
317,60.4383298544909
318,60.638125958040675
319,65.03364084496118
320,53.44546512500666
321,66.53211185956006
322,58.740062740681815
323,60.338431733288665
324,65.33333511939075
325,61.93680077382848
326,74.22426288239657
327,65.23343696699705
328,70.32823831501814
329,73.1253841606819
330,79.01937004759753
331,71.02752486159223
332,78.22018551386924
333,72.12640354140368
334,81.41692365700688
335,82.61570047590259
336,85.61264242391191
337,85.91233661490924
338,86.31192888150157
339,78.22018555859366
340,80.318044919554
341,75.62283587148148
342,69.42915573296631
343,75.42303969827947
344,56.3425091063763
345,69.62895187450005
346,72.62589393361628
347,77.6207971110897
348,82.61570045179799
349,70.32823833686676
350,80.51784103646698
351,67.43119442496898
352,74.72375324870254
353,73.82467065714533
354,72.92558806667775
355,74.22426291500062
356,63.93476216404519
357,72.02650546749429
358,59.83894144562219
359,69.02956351076736
360,69.12946161777823
361,63.135577558325224
362,72.42609771795668
363,60.53822791619124
364,70.72783061955924
365,65.83282541056928
366,63.13557759435164
367,68.72986927019221
368,55.183691550322166
369,68.06055223851988
370,62.55616872215825
371,65.24342681912337
372,68.21039937426758
373,70.24831984078365
374,72.80571034858465
375,56.21264160545019
376,69.13945136018471
377,66.54210170469847
378,71.78675010979029
379,62.186546003782674
380,65.2933757995725
381,68.82976735043803
382,66.42222397393701
383,65.27339625352081
384,61.617126951672624
385,68.83975715497115
386,66.3622850444974
387,74.19429348962659
388,64.20448692372987
389,61.257493959847494
390,65.36330444645527
391,60.4583094528539
392,68.7498489019373
393,57.51131651532513
394,62.13659697050453
395,65.59307004506772
396,60.09867642358653
397,64.55413014594856
398,56.86197911256207
399,67.11152060384345
400,61.407341126918375
401,60.28848270669116
402,68.33027702895987
403,56.74210140391112
404,68.81977752887731
405,60.578187156764365
406,64.90377335200785
407,69.00958389417603
408,58.11070491737971
409,66.50214241531835
410,59.36942054059465
411,66.14250937733436
412,64.76391607981716
413,62.03669890176094
414,71.79673991591716
415,61.37737161481558
416,67.19143907826
417,59.89888030859578
418,65.36330445420029
419,65.15351854058676
420,65.16350833426492
421,68.19041972081087
422,59.03975691938324
423,67.23139826965837
424,59.49928805215323
425,63.59510870154523
426,68.11050128129558
427,58.98980788890717
428,69.3292576942097
429,72.75576138203054
430,73.59490510516419
431,71.37716807128899
432,70.42813639161334
433,73.79470122511313
434,63.59510867489301
435,72.12640351357987
436,64.48420151131978
437,64.62405876535922
438,70.17839127115447
439,59.89888029658812
440,72.49602638816174
441,59.309481703632954
442,64.06462962461723
443,67.64098042319752
444,59.76901280351222
445,74.43404879882108
446,59.798982236335924
447,69.3891965163358
448,66.30234622995309
449,65.80285596425001
450,72.95555744778343
451,60.138635615222164
452,66.77186721836561
453,59.42935938635851
454,65.22344718163001
455,67.66096005583903
456,56.66218293992424
457,68.36024643929723
458,53.27563854563011
459,62.55616881275825
460,60.69806485184264
461,56.572274650255906
462,65.86279477850915
463,60.04872733006742
464,63.155557241711726
465,76.15229547357461
466,70.30825873247778
467,76.12232614546956
468,61.96677025672683
469,72.08644428111255
470,69.91865627686067
471,61.347402315349335
472,60.73802400308805
473,69.38919653017687
474,57.76106162525254
475,64.23445632528345
476,58.829970979594094
477,67.81080707924934
478,62.905812092519476
479,57.44138786913999
480,68.2303789594367
481,57.67115340072076
482,70.42813642186626
483,62.276454270182604
484,62.42630132352039
485,52.99592404808571
486,56.30254992469532
487,71.85667875229186
488,66.32232590995827
489,65.94271323401894
490,65.4032636979232
491,60.548217707654054
492,68.38022603430403
493,58.06075584814619
494,68.08053187326887
495,68.310297413283
496,74.4040794402088
497,68.69989987356396
498,68.43017502178259
499,76.62181650965347
500,65.42324337072763
501,67.85076629794465
502,72.22630159149226
503,66.83180604960589
504,74.71376342074893
505,61.26748381896254
506,78.77961470353607
507,65.02365114786517
508,73.34515991251357
509,81.6766586164641
510,78.66972685861224
511,81.89643437378557
512,80.9573925580142
513,78.85953319218918
514,71.88664825848322
515,55.50336489622964
516,76.62181649755468
517,56.12273338413644
518,70.8976573475219
519,67.00163282177861
520,66.69194877490104
521,73.18532300727921
522,60.84791187717698
523,71.85667874797866
524,64.38430345091409
525,68.27033817568083
526,58.44036850785579
527,67.131500265767
528,71.32721903112461
529,67.93068460945558
530,74.8236512969351
531,61.13761628634463
532,76.62181647722873
533,68.43017511277242
534,67.93068475097397
535,95.70234743391654
536,183.61264517032257
537,56.941897370509345
538,58.14067434371309
539,67.43119446079893
540,61.93680080810676
541,72.026505468683
542,64.03466021397905
543,76.72171453137402
544,71.22732099732065
545,74.02446675699314
546,81.31702560556259
547,60.638125977886446
548,76.62181644856227
549,68.72986928665637
550,71.32721900709072
551,67.83078667713644
552,81.81651590271412
553,85.01325402235244
554,79.31906426252436
555,83.31498690332278
556,83.71457916217726
557,81.01733137262497
558,72.42609769396758
559,76.42202034897953
560,65.63302929616735
561,69.62895188208317
562,69.82874804100078
563,62.436291138386814
564,72.62589387846477
565,67.33129627438596
566,78.71967585026906
567,69.72884999025777
568,57.74108230412677
569,72.9255879939037
570,67.33129635535558
571,75.12334550592803
572,63.235475640722825
573,70.72783059970676
574,67.23139832184148
575,62.1365969187484
576,73.32518030659656
577,59.539247237616785
578,60.33843173232688
579,50.54842142071094
580,43.15596441119797
581,56.642203306635096
582,47.15188707038522
583,59.339451104541595
584,52.74617874698123
585,59.938839494212495
586,64.8338447557808
587,57.9408781290209
588,67.63099056847803
589,57.840980111557144
590,64.93374279433021
591,61.23751440454121
592,66.13251959989906
593,69.42915576588216
594,68.03058283704932
595,76.02242810198476
596,62.23649500150653
597,68.0305827853474
598,72.52599585565109
599,57.74108199524798
600,73.92456872006451
601,57.34148979082342
602,66.4322137739365
603,60.33843181502848
604,59.43934916770461
605,68.62997121650749
606,54.24464983337445
607,66.43221377079307
608,60.53822790108464
609,73.4250783458814
610,69.72885000321025
611,61.4373104324721
612,74.02446679017663
613,56.642203370771135
614,68.62997120280019
615,66.63200996957289
616,59.439349141471276
617,67.1315002082756
618,54.34454779261254
619,67.03160215480352
620,58.54026658464956
621,61.13761626462055
622,63.93476217273725
623,60.3384317610369
624,70.22834028056143
625,55.14373233413666
626,61.33741241945191
627,60.23853377336329
628,57.940878138216505
629,63.53516985666869
630,57.24159170697321
631,68.82976735248107
632,57.24159173186056
633,67.83078668502155
634,67.33129639173184
635,54.44444582312475
636,65.73292732965896
637,49.7492368095979
638,59.439349164740705
639,60.338431805402145
640,60.73802403875515
641,68.92966537985437
642,55.543324612637235
643,70.52803443963093
